Ch.,B,A,x0,y0,Ra,Dec,FWHMx,FWHMy,Mag,Beta,r,Angle,RMSE
0,0.0256932,0.0331729,3509.43,2721.8,265.5,-32.134,4.24424,3.89102,-0.143197,-1,0.916776,-79.8144,0.000387536
0,0.0256844,0.0307299,2680.88,2506.93,265.268,-32.5949,4.52209,3.84671,-0.139715,-1,0.850648,-80.0525,0.000474721
0,0.0257199,0.0323546,3304.07,1828.11,264.869,-32.1746,4.02785,4.02757,-0.137662,-1,0.999931,-8.74879,0.000428883
0,0.0256268,0.0226218,3644.49,2551.01,265.398,-32.0409,5.93433,5.28291,-0.136816,-1,0.890229,-85.6975,0.000908309
0,0.0256781,0.0309613,3331.91,1901.39,264.922,-32.165,4.10423,4.10347,-0.1365,-1,0.999813,-9.82467,0.000432369
0,0.0256147,0.032142,2873.13,1820.02,264.818,-32.4231,4.23849,3.82758,-0.136387,-1,0.903055,85.4455,0.000386961
0,0.0263491,0.0247901,3334.04,2350.48,265.229,-32.2035,4.94949,4.78732,-0.131563,-1,0.967235,-2.77227,0.000905973
0,0.025479,0.0121616,3129.28,2719.34,265.46,-32.3541,9.10852,4.79473,-0.131552,-1,0.5264,-72.8002,0.000904903
0,0.0257032,0.0249319,3373.15,2196.56,265.128,-32.1674,5.34381,4.89566,-0.129455,-1,0.916137,-13.9209,0.000742475
0,0.0256964,0.0187673,3445.82,2024.3,265.018,-32.11,6.96154,6.5568,-0.129297,-1,0.94186,-85.1367,0.00136223
0,0.0255611,0.0228523,2646.62,1960.02,264.89,-32.5664,6.1263,4.91265,-0.128755,-1,0.801896,-82.0223,0.000883097
0,0.0256695,0.018328,3621.77,2208.58,265.162,-32.0243,3.4718,3.36169,-0.12816,-1,0.968285,-71.5429,0.00141871
0,0.0256484,0.0149202,3521.03,1806.11,264.877,-32.0469,3.51465,3.41739,-0.126104,-1,0.972326,-64.1212,0.00176775
0,0.0256678,0.0234633,3228.23,2255.57,265.153,-32.2565,5.03202,4.23156,-0.124587,-1,0.840927,-4.22203,0.000556931
0,0.0256472,0.0268552,2771.63,2055.59,264.968,-32.5028,4.34636,4.02052,-0.124109,-1,0.925032,-77.7906,0.000358607
0,0.025688,0.0289017,3301.65,2441.63,265.288,-32.2303,4.20331,3.86319,-0.123513,-1,0.919083,89.3876,0.000338543
0,0.0255588,0.0289007,3115.72,1858.69,264.87,-32.2863,4.19207,3.78024,-0.121189,-1,0.901759,-72.9101,0.000355197
0,0.0257152,0.0158784,3024.6,2221.36,265.108,-32.3713,3.5164,3.27378,-0.118954,-1,0.931003,89.8412,0.0012983
0,0.0256435,0.0206362,2924.54,2467.24,265.266,-32.4507,3.44899,3.00104,-0.117697,-1,0.870122,-60.6783,0.0013376
0,0.0259867,0.0176868,3356.09,2296.68,265.194,-32.1861,6.00345,4.75358,-0.116067,-1,0.791808,-12.8715,0.00153127
