# 2000 stars found using the following parameters:
# sigma=1.00 roundness=0.50 radius=5 relax=0 profile=0 minbeta=1.5 max_stars=2000 layer=0 minA=0.00 maxA=0.00 maxR=1.00
# star#	layer	B	A	beta	X	Y	FWHMx [px]	FWHMy [px]	FWHMx ["]	FWHMy ["]	angle	RMSE	mag	Profile	RA	Dec
1604	0	  0.025476	  0.034893	     -1.00	   3889.37	   1270.68	      2.01	      1.89	      4.23	      3.97	73.61	 3.802e-04	     -0.15	Gaussian	0.000000	0.000000
1605	0	  0.025356	  0.036053	     -1.00	   3930.90	    709.97	      1.98	      1.86	      4.16	      3.91	51.02	 3.817e-04	     -0.15	Gaussian	0.000000	0.000000
1606	0	  0.024813	  0.015722	     -1.00	   5227.24	    824.42	      3.73	      2.95	      7.84	      6.19	11.08	 1.152e-03	     -0.15	Gaussian	0.000000	0.000000
1607	0	  0.024306	  0.020187	     -1.00	   5993.36	     81.16	      3.02	      2.17	      6.34	      4.56	63.82	 4.924e-04	     -0.15	Gaussian	0.000000	0.000000
1608	0	  0.025340	  0.029620	     -1.00	   2213.38	    827.14	      2.76	      2.53	      5.79	      5.31	-88.59	 1.298e-03	     -0.15	Gaussian	0.000000	0.000000
1609	0	  0.025468	  0.025016	     -1.00	   3228.42	   3523.04	      2.80	      2.21	      5.88	      4.65	72.03	 7.823e-04	     -0.15	Gaussian	0.000000	0.000000
1610	0	  0.024793	  0.021774	     -1.00	   6090.64	   2053.94	      2.71	      2.24	      5.69	      4.71	-63.02	 7.126e-04	     -0.15	Gaussian	0.000000	0.000000
1611	0	  0.025238	  0.021934	     -1.00	    905.42	    861.20	      2.80	      2.70	      5.88	      5.68	76.00	 1.391e-03	     -0.15	Gaussian	0.000000	0.000000
1612	0	  0.024955	  0.028313	     -1.00	   1518.55	    265.75	      2.38	      1.96	      4.99	      4.12	21.79	 4.301e-04	     -0.15	Gaussian	0.000000	0.000000
1613	0	  0.025440	  0.034717	     -1.00	   4545.73	   2756.62	      2.05	      1.85	      4.31	      3.88	70.75	 4.076e-04	     -0.15	Gaussian	0.000000	0.000000
1614	0	  0.025250	  0.014269	     -1.00	   1676.78	   3900.99	      3.72	      3.60	      7.81	      7.56	-87.85	 1.367e-03	     -0.15	Gaussian	0.000000	0.000000
1615	0	  0.025232	  0.033569	     -1.00	   2372.19	    394.03	      2.15	      1.82	      4.52	      3.82	40.03	 4.052e-04	     -0.15	Gaussian	0.000000	0.000000
1616	0	  0.025379	  0.034900	     -1.00	   3414.01	    695.24	      2.01	      1.86	      4.23	      3.92	62.33	 4.043e-04	     -0.15	Gaussian	0.000000	0.000000
1617	0	  0.025039	  0.015498	     -1.00	   4674.38	    616.00	      3.47	      3.37	      7.29	      7.09	22.14	 1.367e-03	     -0.15	Gaussian	0.000000	0.000000
1618	0	  0.025393	  0.035254	     -1.00	   3130.06	    709.98	      2.00	      1.85	      4.20	      3.89	74.61	 3.709e-04	     -0.15	Gaussian	0.000000	0.000000
1619	0	  0.024819	  0.023622	     -1.00	    270.15	   2270.43	      2.69	      2.69	      5.66	      5.65	50.66	 6.113e-04	     -0.15	Gaussian	0.000000	0.000000
1620	0	  0.025539	  0.037637	     -1.00	   3728.79	   3425.83	      1.96	      1.77	      4.11	      3.73	77.56	 3.940e-04	     -0.15	Gaussian	0.000000	0.000000
1621	0	  0.025082	  0.027611	     -1.00	   4473.46	    563.10	      2.63	      2.12	      5.53	      4.46	42.61	 6.714e-04	     -0.15	Gaussian	0.000000	0.000000
1622	0	  0.025636	  0.038410	     -1.00	   3293.72	   3274.84	      1.88	      1.81	      3.95	      3.81	-80.97	 4.477e-04	     -0.15	Gaussian	0.000000	0.000000
1623	0	  0.024751	  0.023967	     -1.00	    136.37	   2323.65	      2.33	      2.33	      4.90	      4.90	-89.88	 4.963e-04	     -0.15	Gaussian	0.000000	0.000000
1624	0	  0.025061	  0.027231	     -1.00	   5475.00	   2996.62	      2.43	      2.15	      5.11	      4.51	14.57	 6.280e-04	     -0.15	Gaussian	0.000000	0.000000
1625	0	  0.025232	  0.027881	     -1.00	   1177.85	   1032.50	      1.59	      1.35	      3.34	      2.83	55.69	 1.634e-03	     -0.15	Gaussian	0.000000	0.000000
1626	0	  0.024885	  0.024161	     -1.00	    617.94	   4079.36	      2.32	      2.32	      4.87	      4.87	77.07	 4.194e-04	     -0.15	Gaussian	0.000000	0.000000
1627	0	  0.024942	  0.019057	     -1.00	   1147.25	   4002.48	      2.63	      2.58	      5.53	      5.43	47.20	 4.523e-04	     -0.15	Gaussian	0.000000	0.000000
1628	0	  0.025155	  0.023463	     -1.00	   4034.50	    373.22	      3.53	      2.54	      7.42	      5.33	79.89	 1.361e-03	     -0.15	Gaussian	0.000000	0.000000
1629	0	  0.025113	  0.034329	     -1.00	   4199.87	    245.43	      2.07	      1.84	      4.34	      3.86	52.25	 4.067e-04	     -0.15	Gaussian	0.000000	0.000000
1630	0	  0.025124	  0.011235	     -1.00	   5085.96	   1788.10	      4.64	      4.60	      9.76	      9.67	84.72	 1.669e-03	     -0.15	Gaussian	0.000000	0.000000
1631	0	  0.024889	  0.019378	     -1.00	    290.32	   1171.33	      2.86	      2.77	      6.01	      5.83	82.80	 8.772e-04	     -0.15	Gaussian	0.000000	0.000000
1632	0	  0.024784	  0.031346	     -1.00	   6153.70	   2602.49	      2.29	      1.84	      4.82	      3.87	53.93	 4.060e-04	     -0.15	Gaussian	0.000000	0.000000
1633	0	  0.024923	  0.025826	     -1.00	    528.85	   1944.57	      2.24	      2.24	      4.71	      4.71	50.96	 4.643e-04	     -0.15	Gaussian	0.000000	0.000000
1634	0	  0.025542	  0.036682	     -1.00	   4190.95	   2919.90	      1.95	      1.81	      4.11	      3.79	73.41	 4.498e-04	     -0.15	Gaussian	0.000000	0.000000
1635	0	  0.024677	  0.030379	     -1.00	   6041.08	   1005.50	      2.01	      1.94	      4.23	      4.07	52.43	 5.216e-04	     -0.15	Gaussian	0.000000	0.000000
1636	0	  0.025517	  0.034117	     -1.00	   4223.33	   2447.72	      2.04	      1.86	      4.29	      3.91	80.12	 3.803e-04	     -0.15	Gaussian	0.000000	0.000000
1637	0	  0.024660	  0.023198	     -1.00	     59.73	   1868.52	      2.36	      2.36	      4.95	      4.95	62.37	 4.681e-04	     -0.15	Gaussian	0.000000	0.000000
1638	0	  0.024975	  0.027270	     -1.00	    674.24	   1639.94	      2.37	      2.00	      4.97	      4.21	14.24	 4.261e-04	     -0.15	Gaussian	0.000000	0.000000
1639	0	  0.025226	  0.030449	     -1.00	    844.43	   2227.93	      1.24	      1.24	      2.62	      2.61	77.40	 1.795e-03	     -0.15	Gaussian	0.000000	0.000000
1640	0	  0.025094	  0.033214	     -1.00	   5173.96	   3760.28	      2.19	      1.77	      4.61	      3.72	62.17	 4.069e-04	     -0.15	Gaussian	0.000000	0.000000
1641	0	  0.025517	  0.025407	     -1.00	    205.88	   2628.51	      2.44	      2.08	      5.13	      4.37	4.85	 3.252e-03	     -0.15	Gaussian	0.000000	0.000000
1642	0	  0.025401	  0.025007	     -1.00	   2346.51	   3479.10	      2.59	      2.29	      5.44	      4.81	87.96	 7.761e-04	     -0.15	Gaussian	0.000000	0.000000
1643	0	  0.025155	  0.031969	     -1.00	   1851.72	    500.06	      2.18	      1.85	      4.58	      3.89	28.63	 4.328e-04	     -0.15	Gaussian	0.000000	0.000000
1644	0	  0.025169	  0.027078	     -1.00	    963.03	   3896.91	      2.18	      2.18	      4.58	      4.57	66.02	 5.362e-04	     -0.15	Gaussian	0.000000	0.000000
1645	0	  0.025488	  0.025828	     -1.00	   4359.60	    122.27	      4.04	      2.04	      8.50	      4.29	57.18	 2.326e-03	     -0.15	Gaussian	0.000000	0.000000
1646	0	  0.025152	  0.034726	     -1.00	   4938.95	   1165.62	      2.00	      1.84	      4.20	      3.87	48.81	 3.997e-04	     -0.15	Gaussian	0.000000	0.000000
1647	0	  0.025071	  0.023768	     -1.00	   4833.17	    730.50	      3.87	      2.56	      8.13	      5.38	13.17	 1.632e-03	     -0.15	Gaussian	0.000000	0.000000
1648	0	  0.024962	  0.023048	     -1.00	    920.44	   4103.57	      2.38	      2.34	      5.00	      4.91	-44.31	 5.051e-04	     -0.15	Gaussian	0.000000	0.000000
1649	0	  0.025297	  0.032495	     -1.00	   1525.89	   1604.89	      2.03	      1.94	      4.27	      4.07	29.49	 4.124e-04	     -0.15	Gaussian	0.000000	0.000000
1650	0	  0.024855	  0.027157	     -1.00	   5504.05	   4070.50	      2.46	      2.32	      5.17	      4.87	17.83	 6.407e-04	     -0.15	Gaussian	0.000000	0.000000
1651	0	  0.025557	  0.021572	     -1.00	   3333.76	   3204.81	      1.51	      1.44	      3.18	      3.03	66.06	 1.988e-03	     -0.15	Gaussian	0.000000	0.000000
1652	0	  0.025330	  0.035274	     -1.00	   3496.61	    540.75	      1.95	      1.86	      4.10	      3.92	59.40	 4.082e-04	     -0.15	Gaussian	0.000000	0.000000
1653	0	  0.025470	  0.036091	     -1.00	   3735.69	   3646.65	      1.96	      1.81	      4.11	      3.81	78.18	 4.099e-04	     -0.15	Gaussian	0.000000	0.000000
1654	0	  0.025199	  0.033084	     -1.00	   5029.63	   3334.77	      1.97	      1.97	      4.13	      4.13	-64.47	 4.429e-04	     -0.15	Gaussian	0.000000	0.000000
1655	0	  0.025578	  0.035084	     -1.00	   3546.92	   3305.60	      1.91	      1.91	      4.01	      4.00	-17.40	 3.820e-04	     -0.15	Gaussian	0.000000	0.000000
1656	0	  0.025342	  0.032696	     -1.00	   3270.45	   3978.78	      2.05	      2.00	      4.32	      4.20	36.15	 4.855e-04	     -0.15	Gaussian	0.000000	0.000000
1657	0	  0.024961	  0.025713	     -1.00	   1148.09	    643.42	      2.22	      2.22	      4.67	      4.67	81.11	 4.648e-04	     -0.15	Gaussian	0.000000	0.000000
1658	0	  0.024495	  0.019703	     -1.00	    506.82	     32.32	      2.94	      2.94	      6.19	      6.19	-75.07	 6.433e-04	     -0.15	Gaussian	0.000000	0.000000
1659	0	  0.025563	  0.036198	     -1.00	   3578.82	   3238.39	      1.97	      1.79	      4.14	      3.76	83.84	 3.893e-04	     -0.15	Gaussian	0.000000	0.000000
1660	0	  0.024510	  0.018628	     -1.00	   6262.03	    894.50	      3.37	      3.36	      7.08	      7.06	69.92	 1.348e-03	     -0.15	Gaussian	0.000000	0.000000
1661	0	  0.025159	  0.017811	     -1.00	   2080.30	    352.68	      1.50	      1.37	      3.15	      2.88	10.09	 1.782e-03	     -0.15	Gaussian	0.000000	0.000000
1662	0	  0.024999	  0.015831	     -1.00	    953.46	   3737.46	      1.68	      1.42	      3.53	      2.98	-88.37	 1.766e-03	     -0.15	Gaussian	0.000000	0.000000
1663	0	  0.025670	  0.033973	     -1.00	   3539.92	   2515.40	      2.04	      1.83	      4.29	      3.85	-75.87	 3.839e-04	     -0.15	Gaussian	0.000000	0.000000
1664	0	  0.025237	  0.032196	     -1.00	   2323.56	    373.89	      2.15	      1.83	      4.51	      3.85	30.09	 4.140e-04	     -0.15	Gaussian	0.000000	0.000000
1665	0	  0.025372	  0.032677	     -1.00	   1525.70	   2750.75	      1.97	      1.96	      4.15	      4.13	46.45	 3.849e-04	     -0.15	Gaussian	0.000000	0.000000
1666	0	  0.024884	  0.025478	     -1.00	    448.98	   1727.72	      2.23	      2.23	      4.69	      4.69	48.97	 4.671e-04	     -0.15	Gaussian	0.000000	0.000000
1667	0	  0.025463	  0.016891	     -1.00	   2067.14	   1775.46	      3.60	      3.60	      7.56	      7.56	77.71	 1.675e-03	     -0.15	Gaussian	0.000000	0.000000
1668	0	  0.024976	  0.027379	     -1.00	    866.71	   1522.00	      2.37	      1.95	      4.98	      4.10	7.63	 4.220e-04	     -0.15	Gaussian	0.000000	0.000000
1669	0	  0.025786	  0.021721	     -1.00	   3618.05	   3275.66	      2.99	      2.30	      6.29	      4.82	6.63	 1.503e-03	     -0.15	Gaussian	0.000000	0.000000
1670	0	  0.025158	  0.017910	     -1.00	   3655.25	    343.37	      3.77	      2.59	      7.92	      5.44	62.28	 1.128e-03	     -0.15	Gaussian	0.000000	0.000000
1671	0	  0.024882	  0.019965	     -1.00	     94.15	    121.86	      2.70	      2.35	      5.68	      4.93	13.52	 2.124e-03	     -0.15	Gaussian	0.000000	0.000000
1672	0	  0.024690	  0.016291	     -1.00	    260.37	   3947.26	      3.16	      3.15	      6.65	      6.62	-87.97	 6.742e-04	     -0.15	Gaussian	0.000000	0.000000
1673	0	  0.025177	  0.031387	     -1.00	   1295.44	   1475.87	      2.04	      1.97	      4.29	      4.14	31.25	 4.393e-04	     -0.15	Gaussian	0.000000	0.000000
1674	0	  0.025083	  0.020150	     -1.00	    699.12	   2775.16	      3.26	      3.02	      6.86	      6.34	82.96	 1.082e-03	     -0.14	Gaussian	0.000000	0.000000
1675	0	  0.025477	  0.022474	     -1.00	   3247.28	   3485.48	      3.27	      2.18	      6.87	      4.58	66.27	 1.031e-03	     -0.14	Gaussian	0.000000	0.000000
1676	0	  0.024340	  0.019403	     -1.00	   6376.49	    347.98	      1.89	      1.73	      3.97	      3.64	65.93	 1.439e-03	     -0.14	Gaussian	0.000000	0.000000
1677	0	  0.025389	  0.034577	     -1.00	   3104.21	   3911.94	      1.99	      1.82	      4.18	      3.83	80.18	 4.017e-04	     -0.14	Gaussian	0.000000	0.000000
1678	0	  0.024687	  0.019707	     -1.00	    502.21	    347.30	      2.60	      2.58	      5.46	      5.41	50.90	 5.649e-04	     -0.14	Gaussian	0.000000	0.000000
1679	0	  0.025110	  0.028609	     -1.00	   1144.74	   3334.86	      2.19	      1.99	      4.60	      4.19	-0.20	 4.467e-04	     -0.14	Gaussian	0.000000	0.000000
1680	0	  0.024690	  0.023023	     -1.00	    122.52	   1848.82	      2.53	      2.15	      5.32	      4.51	3.79	 4.698e-04	     -0.14	Gaussian	0.000000	0.000000
1681	0	  0.024711	  0.016423	     -1.00	   5251.25	    246.25	      4.06	      4.01	      8.52	      8.43	75.32	 1.813e-03	     -0.14	Gaussian	0.000000	0.000000
1682	0	  0.024836	  0.024712	     -1.00	    908.92	    507.90	      2.47	      2.05	      5.19	      4.31	11.61	 4.219e-04	     -0.14	Gaussian	0.000000	0.000000
1683	0	  0.025282	  0.013064	     -1.00	   1794.08	   1000.20	      1.72	      1.72	      3.62	      3.62	55.93	 1.977e-03	     -0.14	Gaussian	0.000000	0.000000
1684	0	  0.024529	  0.020688	     -1.00	   6002.60	   4130.22	      2.08	      1.94	      4.38	      4.07	62.40	 7.489e-04	     -0.14	Gaussian	0.000000	0.000000
1685	0	  0.025100	  0.028967	     -1.00	   1184.49	    663.98	      1.65	      1.64	      3.46	      3.45	37.88	 1.079e-03	     -0.14	Gaussian	0.000000	0.000000
1686	0	  0.025450	  0.013111	     -1.00	   4356.87	   2494.03	      1.70	      1.69	      3.58	      3.55	22.29	 1.903e-03	     -0.14	Gaussian	0.000000	0.000000
1687	0	  0.025693	  0.033173	     -1.00	   3509.43	   2721.80	      2.02	      1.85	      4.24	      3.89	79.81	 3.875e-04	     -0.14	Gaussian	0.000000	0.000000
1688	0	  0.025437	  0.034630	     -1.00	   2540.94	   3757.55	      1.97	      1.83	      4.14	      3.85	80.31	 4.197e-04	     -0.14	Gaussian	0.000000	0.000000
1689	0	  0.025267	  0.026161	     -1.00	   4639.53	    776.88	      1.65	      1.49	      3.47	      3.12	67.84	 1.693e-03	     -0.14	Gaussian	0.000000	0.000000
1690	0	  0.025121	  0.024628	     -1.00	   1537.69	    855.64	      2.61	      1.92	      5.49	      4.05	18.96	 3.557e-04	     -0.14	Gaussian	0.000000	0.000000
1691	0	  0.025509	  0.022604	     -1.00	   2334.64	   1397.29	      1.66	      1.37	      3.49	      2.87	26.64	 1.650e-03	     -0.14	Gaussian	0.000000	0.000000
1692	0	  0.024377	  0.018467	     -1.00	   6012.47	    100.84	      1.88	      1.70	      3.94	      3.57	70.00	 1.303e-03	     -0.14	Gaussian	0.000000	0.000000
1693	0	  0.025267	  0.016513	     -1.00	   1640.16	   3215.52	      3.85	      3.84	      8.08	      8.07	78.43	 1.790e-03	     -0.14	Gaussian	0.000000	0.000000
1694	0	  0.025244	  0.018166	     -1.00	   2218.32	   3915.44	      3.20	      2.82	      6.73	      5.93	1.95	 1.044e-03	     -0.14	Gaussian	0.000000	0.000000
1695	0	  0.024864	  0.024121	     -1.00	    495.94	   3465.43	      2.26	      2.26	      4.76	      4.76	73.18	 4.543e-04	     -0.14	Gaussian	0.000000	0.000000
1696	0	  0.025573	  0.034430	     -1.00	   2259.64	   2630.91	      1.90	      1.90	      3.98	      3.98	36.25	 4.093e-04	     -0.14	Gaussian	0.000000	0.000000
1697	0	  0.024629	  0.028925	     -1.00	   6264.74	   3151.82	      2.19	      1.94	      4.61	      4.08	57.94	 4.442e-04	     -0.14	Gaussian	0.000000	0.000000
1698	0	  0.025363	  0.021770	     -1.00	   2011.01	   1147.51	      2.68	      2.11	      5.63	      4.44	-66.93	 5.446e-04	     -0.14	Gaussian	0.000000	0.000000
1699	0	  0.025337	  0.034516	     -1.00	   4178.79	   3716.90	      1.89	      1.89	      3.97	      3.96	-74.62	 4.378e-04	     -0.14	Gaussian	0.000000	0.000000
1700	0	  0.025352	  0.032388	     -1.00	   1402.10	   2099.81	      1.99	      1.90	      4.19	      4.00	18.31	 4.114e-04	     -0.14	Gaussian	0.000000	0.000000
1701	0	  0.024961	  0.032556	     -1.00	   5598.87	   3652.70	      2.11	      1.79	      4.44	      3.75	53.99	 4.328e-04	     -0.14	Gaussian	0.000000	0.000000
1702	0	  0.025111	  0.028565	     -1.00	   1343.87	    933.61	      2.14	      2.01	      4.49	      4.23	26.17	 4.300e-04	     -0.14	Gaussian	0.000000	0.000000
1703	0	  0.024980	  0.018082	     -1.00	   2174.70	    125.55	      3.17	      3.10	      6.67	      6.52	74.30	 1.125e-03	     -0.14	Gaussian	0.000000	0.000000
1704	0	  0.024673	  0.015501	     -1.00	   6266.09	   1837.19	      4.12	      4.01	      8.66	      8.42	8.72	 1.708e-03	     -0.14	Gaussian	0.000000	0.000000
1705	0	  0.025391	  0.017875	     -1.00	   3867.11	   3684.67	      3.21	      3.05	      6.74	      6.41	59.88	 1.228e-03	     -0.14	Gaussian	0.000000	0.000000
1706	0	  0.025303	  0.015891	     -1.00	   1679.65	   2201.56	      3.77	      3.48	      7.92	      7.32	81.42	 1.392e-03	     -0.14	Gaussian	0.000000	0.000000
1707	0	  0.025583	  0.034960	     -1.00	   3899.66	   1633.86	      1.91	      1.83	      4.02	      3.84	-87.26	 4.083e-04	     -0.14	Gaussian	0.000000	0.000000
1708	0	  0.025411	  0.026594	     -1.00	   4239.64	   3861.82	      1.45	      1.37	      3.05	      2.88	26.61	 1.495e-03	     -0.14	Gaussian	0.000000	0.000000
1709	0	  0.025116	  0.033649	     -1.00	   4994.85	    736.80	      2.00	      1.81	      4.21	      3.81	47.77	 6.184e-04	     -0.14	Gaussian	0.000000	0.000000
1710	0	  0.025554	  0.034453	     -1.00	   2641.89	   1448.90	      1.95	      1.82	      4.11	      3.83	89.64	 3.995e-04	     -0.14	Gaussian	0.000000	0.000000
1711	0	  0.025505	  0.022795	     -1.00	   3984.54	   1505.13	      1.45	      1.29	      3.05	      2.72	61.26	 1.854e-03	     -0.14	Gaussian	0.000000	0.000000
1712	0	  0.025265	  0.014377	     -1.00	   3645.14	   4071.88	      1.68	      1.64	      3.52	      3.44	67.47	 1.884e-03	     -0.14	Gaussian	0.000000	0.000000
1713	0	  0.025242	  0.030360	     -1.00	   3847.54	   4205.72	      2.15	      1.88	      4.51	      3.95	74.60	 3.988e-04	     -0.14	Gaussian	0.000000	0.000000
1714	0	  0.025240	  0.024798	     -1.00	   2364.68	    355.15	      1.60	      1.56	      3.37	      3.28	63.28	 1.405e-03	     -0.14	Gaussian	0.000000	0.000000
1715	0	  0.025243	  0.023402	     -1.00	   5041.08	   2693.66	      1.54	      1.46	      3.23	      3.07	24.63	 1.576e-03	     -0.14	Gaussian	0.000000	0.000000
1716	0	  0.025134	  0.019856	     -1.00	   4825.73	    906.59	      3.24	      3.06	      6.81	      6.43	77.42	 1.308e-03	     -0.14	Gaussian	0.000000	0.000000
1717	0	  0.025077	  0.021076	     -1.00	   1230.35	   3546.08	      2.98	      2.33	      6.27	      4.89	88.67	 7.337e-04	     -0.14	Gaussian	0.000000	0.000000
1718	0	  0.025007	  0.025471	     -1.00	   1060.70	    890.53	      2.35	      2.04	      4.93	      4.29	15.85	 3.978e-04	     -0.14	Gaussian	0.000000	0.000000
1719	0	  0.024964	  0.017127	     -1.00	   5631.71	   2442.46	      3.69	      3.47	      7.75	      7.28	79.11	 1.451e-03	     -0.14	Gaussian	0.000000	0.000000
1720	0	  0.024950	  0.023427	     -1.00	   5702.23	   3946.40	      3.52	      2.45	      7.40	      5.15	10.14	 1.314e-03	     -0.14	Gaussian	0.000000	0.000000
1721	0	  0.024968	  0.013174	     -1.00	    833.99	   1029.26	      3.79	      3.33	      7.96	      6.99	65.32	 1.003e-03	     -0.14	Gaussian	0.000000	0.000000
1722	0	  0.025072	  0.025728	     -1.00	   1273.12	   4200.55	      2.20	      2.14	      4.63	      4.49	-24.57	 4.465e-04	     -0.14	Gaussian	0.000000	0.000000
1723	0	  0.025478	  0.019351	     -1.00	   2433.23	   3376.43	      3.31	      2.62	      6.95	      5.51	8.74	 1.128e-03	     -0.14	Gaussian	0.000000	0.000000
1724	0	  0.025307	  0.023009	     -1.00	   2032.23	    799.18	      2.72	      2.43	      5.72	      5.10	72.90	 7.281e-04	     -0.14	Gaussian	0.000000	0.000000
1725	0	  0.025304	  0.033112	     -1.00	   1649.60	   3261.77	      1.93	      1.89	      4.06	      3.98	-22.64	 4.153e-04	     -0.14	Gaussian	0.000000	0.000000
1726	0	  0.025684	  0.030730	     -1.00	   2680.88	   2506.93	      2.15	      1.83	      4.52	      3.85	80.05	 4.747e-04	     -0.14	Gaussian	0.000000	0.000000
1727	0	  0.025069	  0.020186	     -1.00	   1064.23	   2054.54	      2.88	      2.63	      6.06	      5.53	9.94	 7.461e-04	     -0.14	Gaussian	0.000000	0.000000
1728	0	  0.024552	  0.021728	     -1.00	    423.22	    132.87	      2.36	      2.36	      4.96	      4.95	48.68	 5.190e-04	     -0.14	Gaussian	0.000000	0.000000
1729	0	  0.025459	  0.011415	     -1.00	   3321.03	   3023.91	      4.42	      4.36	      9.30	      9.17	1.09	 1.666e-03	     -0.14	Gaussian	0.000000	0.000000
1730	0	  0.025140	  0.015590	     -1.00	   1303.97	   3297.29	      3.06	      2.93	      6.42	      6.16	74.51	 8.973e-04	     -0.14	Gaussian	0.000000	0.000000
1731	0	  0.025320	  0.014636	     -1.00	   4603.89	   1925.42	      3.60	      3.60	      7.57	      7.57	76.59	 1.292e-03	     -0.14	Gaussian	0.000000	0.000000
1732	0	  0.025134	  0.031361	     -1.00	   5260.51	   2923.87	      2.03	      1.90	      4.26	      3.99	52.02	 3.924e-04	     -0.14	Gaussian	0.000000	0.000000
1733	0	  0.025484	  0.012434	     -1.00	   4118.08	   2190.83	      3.65	      3.63	      7.68	      7.64	5.31	 1.232e-03	     -0.14	Gaussian	0.000000	0.000000
1734	0	  0.024932	  0.018121	     -1.00	    627.23	   3112.27	      3.41	      3.35	      7.17	      7.05	-89.44	 1.045e-03	     -0.14	Gaussian	0.000000	0.000000
1735	0	  0.025129	  0.014779	     -1.00	   1128.91	   2081.35	      3.23	      3.16	      6.79	      6.65	70.78	 1.033e-03	     -0.14	Gaussian	0.000000	0.000000
1736	0	  0.025395	  0.030390	     -1.00	   2252.68	   4075.69	      2.04	      1.94	      4.30	      4.07	-82.89	 5.305e-04	     -0.14	Gaussian	0.000000	0.000000
1737	0	  0.025534	  0.019052	     -1.00	   3510.84	   2922.45	      3.21	      3.04	      6.74	      6.39	79.90	 1.287e-03	     -0.14	Gaussian	0.000000	0.000000
1738	0	  0.024704	  0.030240	     -1.00	   5781.77	    683.84	      2.21	      1.80	      4.65	      3.78	41.54	 4.503e-04	     -0.14	Gaussian	0.000000	0.000000
1739	0	  0.024673	  0.021967	     -1.00	    354.08	   1046.22	      2.61	      2.10	      5.49	      4.42	6.96	 4.048e-04	     -0.14	Gaussian	0.000000	0.000000
1740	0	  0.025188	  0.018657	     -1.00	   5026.48	   1976.14	      3.37	      2.58	      7.09	      5.43	76.28	 9.882e-04	     -0.14	Gaussian	0.000000	0.000000
1741	0	  0.025082	  0.019950	     -1.00	   3969.32	    203.36	      3.59	      2.65	      7.54	      5.57	51.80	 1.143e-03	     -0.14	Gaussian	0.000000	0.000000
1742	0	  0.025298	  0.017885	     -1.00	   4156.10	   3429.73	      3.92	      2.25	      8.25	      4.72	47.65	 1.190e-03	     -0.14	Gaussian	0.000000	0.000000
1743	0	  0.024821	  0.021941	     -1.00	    258.03	   1906.54	      2.35	      2.32	      4.94	      4.89	45.26	 4.594e-04	     -0.14	Gaussian	0.000000	0.000000
1744	0	  0.025539	  0.021620	     -1.00	   2802.47	   2992.02	      3.04	      2.58	      6.39	      5.42	82.66	 1.010e-03	     -0.14	Gaussian	0.000000	0.000000
1745	0	  0.025334	  0.017366	     -1.00	   3415.71	    768.48	      3.23	      3.09	      6.78	      6.49	73.73	 1.144e-03	     -0.14	Gaussian	0.000000	0.000000
1746	0	  0.025403	  0.030693	     -1.00	   2209.53	   3728.19	      2.27	      2.18	      4.77	      4.59	55.52	 6.444e-04	     -0.14	Gaussian	0.000000	0.000000
1747	0	  0.025271	  0.022027	     -1.00	   3567.05	   4213.64	      2.94	      2.46	      6.18	      5.16	6.49	 9.345e-04	     -0.14	Gaussian	0.000000	0.000000
1748	0	  0.025481	  0.032357	     -1.00	   4385.95	   2864.87	      1.99	      1.85	      4.19	      3.88	67.60	 3.866e-04	     -0.14	Gaussian	0.000000	0.000000
1749	0	  0.025720	  0.032355	     -1.00	   3304.07	   1828.11	      1.92	      1.92	      4.03	      4.03	8.75	 4.289e-04	     -0.14	Gaussian	0.000000	0.000000
1750	0	  0.025547	  0.033675	     -1.00	   2830.60	   3120.86	      1.93	      1.82	      4.06	      3.83	76.66	 4.015e-04	     -0.14	Gaussian	0.000000	0.000000
1751	0	  0.025305	  0.020643	     -1.00	   1963.35	   3716.25	      3.06	      2.38	      6.43	      5.00	57.82	 8.407e-04	     -0.14	Gaussian	0.000000	0.000000
1752	0	  0.025676	  0.033450	     -1.00	   3245.91	   3188.44	      1.89	      1.89	      3.96	      3.96	-12.68	 6.450e-04	     -0.14	Gaussian	0.000000	0.000000
1753	0	  0.024805	  0.021411	     -1.00	    699.52	   3932.80	      2.52	      2.20	      5.29	      4.63	0.26	 4.459e-04	     -0.14	Gaussian	0.000000	0.000000
1754	0	  0.024742	  0.030278	     -1.00	   5225.17	    193.98	      2.18	      1.79	      4.58	      3.77	44.19	 3.908e-04	     -0.14	Gaussian	0.000000	0.000000
1755	0	  0.025379	  0.023139	     -1.00	   1285.65	   2993.13	      1.73	      1.67	      3.63	      3.50	73.41	 2.028e-03	     -0.14	Gaussian	0.000000	0.000000
1756	0	  0.025627	  0.022622	     -1.00	   3644.49	   2551.01	      2.82	      2.51	      5.93	      5.28	85.70	 9.083e-04	     -0.14	Gaussian	0.000000	0.000000
1757	0	  0.025678	  0.030961	     -1.00	   3331.91	   1901.39	      1.95	      1.95	      4.10	      4.10	9.83	 4.324e-04	     -0.14	Gaussian	0.000000	0.000000
1758	0	  0.025127	  0.027741	     -1.00	   1226.63	   1346.58	      2.19	      1.95	      4.60	      4.09	19.54	 3.832e-04	     -0.14	Gaussian	0.000000	0.000000
