# 2000 stars found using the following parameters:
# sigma=1.00 roundness=0.50 radius=5 relax=0 profile=0 minbeta=1.5 max_stars=2000 layer=0 minA=0.00 maxA=0.00 maxR=1.00
# star#	layer	B	A	beta	X	Y	FWHMx [px]	FWHMy [px]	FWHMx ["]	FWHMy ["]	angle	RMSE	mag	Profile	RA	Dec
1709	0	  0.024630	  0.023519	     -1.00	    477.67	    784.89	      2.78	      2.27	      5.85	      4.78	9.23	 4.103e-04	     -0.17	Gaussian	0.000000	0.000000
1710	0	  0.025580	  0.024741	     -1.00	   2199.75	   3168.47	      1.61	      1.56	      3.39	      3.28	77.40	 1.904e-03	     -0.17	Gaussian	0.000000	0.000000
1711	0	  0.024621	  0.018302	     -1.00	    306.78	   3451.34	      3.15	      2.58	      6.63	      5.42	-34.79	 4.032e-04	     -0.17	Gaussian	0.000000	0.000000
1712	0	  0.025593	  0.035556	     -1.00	   2641.93	   1448.89	      2.22	      1.87	      4.66	      3.94	-88.05	 3.976e-04	     -0.17	Gaussian	0.000000	0.000000
1713	0	  0.025174	  0.030371	     -1.00	   1177.08	   1298.57	      2.21	      2.21	      4.65	      4.64	52.53	 5.536e-04	     -0.17	Gaussian	0.000000	0.000000
1714	0	  0.024934	  0.028342	     -1.00	    866.73	   1522.04	      2.29	      2.29	      4.81	      4.81	52.26	 4.294e-04	     -0.17	Gaussian	0.000000	0.000000
1715	0	  0.025445	  0.019958	     -1.00	   3283.82	   1268.30	      3.30	      3.26	      6.93	      6.86	78.83	 1.373e-03	     -0.17	Gaussian	0.000000	0.000000
1716	0	  0.025103	  0.034965	     -1.00	   5141.18	   1182.81	      2.25	      1.88	      4.74	      3.95	55.34	 4.008e-04	     -0.17	Gaussian	0.000000	0.000000
1717	0	  0.024721	  0.019254	     -1.00	   5261.04	     45.21	      4.16	      3.50	      8.73	      7.35	9.63	 1.615e-03	     -0.17	Gaussian	0.000000	0.000000
1718	0	  0.024784	  0.022375	     -1.00	    545.63	   3042.31	      2.81	      2.35	      5.91	      4.95	-32.58	 3.863e-04	     -0.17	Gaussian	0.000000	0.000000
1719	0	  0.025192	  0.022819	     -1.00	   5246.47	   2904.10	      3.07	      2.40	      6.45	      5.05	21.83	 8.772e-04	     -0.17	Gaussian	0.000000	0.000000
1720	0	  0.025440	  0.023245	     -1.00	   2455.75	   1052.23	      3.32	      2.49	      6.99	      5.23	69.88	 1.098e-03	     -0.17	Gaussian	0.000000	0.000000
1721	0	  0.025412	  0.032610	     -1.00	   4165.35	   3700.71	      2.39	      1.89	      5.02	      3.98	73.43	 4.039e-04	     -0.17	Gaussian	0.000000	0.000000
1722	0	  0.025373	  0.031665	     -1.00	   1611.61	   2443.56	      2.25	      2.06	      4.73	      4.34	-88.60	 4.191e-04	     -0.17	Gaussian	0.000000	0.000000
1723	0	  0.025506	  0.036105	     -1.00	   2893.95	   3016.50	      2.24	      1.83	      4.70	      3.84	-87.07	 4.027e-04	     -0.17	Gaussian	0.000000	0.000000
1724	0	  0.025379	  0.037731	     -1.00	   2723.87	    704.70	      1.98	      1.98	      4.15	      4.15	-23.09	 4.380e-04	     -0.17	Gaussian	0.000000	0.000000
1725	0	  0.024940	  0.016667	     -1.00	    990.03	   4055.80	      3.25	      3.12	      6.84	      6.55	-2.93	 5.988e-04	     -0.17	Gaussian	0.000000	0.000000
1726	0	  0.024651	  0.026486	     -1.00	   6297.55	   1599.23	      2.48	      1.90	      5.20	      4.00	49.98	 5.182e-04	     -0.17	Gaussian	0.000000	0.000000
1727	0	  0.025088	  0.034620	     -1.00	   4585.59	    460.92	      2.14	      1.98	      4.51	      4.16	59.66	 4.375e-04	     -0.17	Gaussian	0.000000	0.000000
1728	0	  0.024741	  0.023025	     -1.00	    548.36	   2522.99	      2.72	      2.34	      5.71	      4.93	-18.12	 3.787e-04	     -0.17	Gaussian	0.000000	0.000000
1729	0	  0.025268	  0.031093	     -1.00	   3316.33	    404.04	      2.59	      2.37	      5.44	      4.97	55.94	 8.434e-04	     -0.17	Gaussian	0.000000	0.000000
1730	0	  0.025568	  0.030439	     -1.00	   4037.59	   2203.04	      2.26	      1.93	      4.75	      4.06	-85.39	 4.252e-04	     -0.17	Gaussian	0.000000	0.000000
1731	0	  0.025074	  0.030606	     -1.00	   5396.68	   2930.52	      2.50	      1.91	      5.26	      4.01	58.82	 3.659e-04	     -0.17	Gaussian	0.000000	0.000000
1732	0	  0.024747	  0.023457	     -1.00	    600.57	   1176.18	      2.49	      2.49	      5.24	      5.23	83.01	 4.569e-04	     -0.17	Gaussian	0.000000	0.000000
1733	0	  0.025212	  0.019786	     -1.00	   4491.76	   3358.25	      4.13	      2.40	      8.68	      5.04	54.48	 1.020e-03	     -0.17	Gaussian	0.000000	0.000000
1734	0	  0.024487	  0.022207	     -1.00	   6162.71	   3941.34	      3.33	      1.97	      7.00	      4.15	57.06	 3.940e-04	     -0.17	Gaussian	0.000000	0.000000
1735	0	  0.025074	  0.020778	     -1.00	    752.16	   4054.69	      3.05	      2.30	      6.41	      4.84	-50.48	 7.927e-04	     -0.17	Gaussian	0.000000	0.000000
1736	0	  0.025589	  0.030127	     -1.00	   3386.55	   3404.76	      2.45	      1.97	      5.16	      4.15	88.94	 3.969e-04	     -0.17	Gaussian	0.000000	0.000000
1737	0	  0.024938	  0.025155	     -1.00	    803.37	   2283.91	      2.42	      2.38	      5.09	      5.01	63.81	 4.066e-04	     -0.17	Gaussian	0.000000	0.000000
1738	0	  0.025130	  0.028439	     -1.00	   6343.35	   1832.95	      2.69	      1.90	      5.66	      4.00	44.88	 1.119e-03	     -0.17	Gaussian	0.000000	0.000000
1739	0	  0.024923	  0.022671	     -1.00	    717.29	   1260.70	      1.95	      1.89	      4.10	      3.98	83.18	 1.215e-03	     -0.17	Gaussian	0.000000	0.000000
1740	0	  0.024479	  0.023059	     -1.00	   6234.31	    683.02	      1.93	      1.85	      4.06	      3.89	-46.71	 1.185e-03	     -0.17	Gaussian	0.000000	0.000000
1741	0	  0.025501	  0.036301	     -1.00	   2861.56	   1183.79	      2.12	      1.89	      4.45	      3.98	-82.68	 4.044e-04	     -0.17	Gaussian	0.000000	0.000000
1742	0	  0.024979	  0.026360	     -1.00	   5589.58	   3426.28	      1.99	      1.81	      4.19	      3.81	68.50	 1.061e-03	     -0.17	Gaussian	0.000000	0.000000
1743	0	  0.025512	  0.032920	     -1.00	   2553.67	   3127.57	      2.31	      1.90	      4.86	      4.00	-88.78	 3.853e-04	     -0.17	Gaussian	0.000000	0.000000
1744	0	  0.024844	  0.027009	     -1.00	   4724.63	     83.26	      3.28	      1.88	      6.89	      3.95	48.44	 8.910e-04	     -0.17	Gaussian	0.000000	0.000000
1745	0	  0.025028	  0.028867	     -1.00	   5304.04	   3605.91	      2.68	      1.88	      5.63	      3.94	69.05	 4.043e-04	     -0.17	Gaussian	0.000000	0.000000
1746	0	  0.024567	  0.020157	     -1.00	    107.85	   2215.84	      3.03	      2.36	      6.37	      4.97	-15.65	 4.117e-04	     -0.17	Gaussian	0.000000	0.000000
1747	0	  0.025043	  0.032591	     -1.00	   5442.12	   3745.46	      2.04	      1.94	      4.28	      4.07	76.94	 7.271e-04	     -0.16	Gaussian	0.000000	0.000000
1748	0	  0.025002	  0.033898	     -1.00	   5136.00	    688.69	      2.24	      1.90	      4.71	      3.99	56.63	 3.865e-04	     -0.16	Gaussian	0.000000	0.000000
1749	0	  0.025317	  0.020195	     -1.00	   2209.38	   3728.14	      1.82	      1.56	      3.83	      3.29	2.80	 1.433e-03	     -0.16	Gaussian	0.000000	0.000000
1750	0	  0.024585	  0.022433	     -1.00	    623.86	    296.92	      2.90	      2.22	      6.10	      4.66	8.77	 4.631e-04	     -0.16	Gaussian	0.000000	0.000000
1751	0	  0.025558	  0.019949	     -1.00	   3228.42	   3523.03	      3.61	      3.07	      7.59	      6.46	19.33	 1.238e-03	     -0.16	Gaussian	0.000000	0.000000
1752	0	  0.025366	  0.029570	     -1.00	   2107.24	   1634.08	      2.48	      2.15	      5.22	      4.53	72.30	 5.434e-04	     -0.16	Gaussian	0.000000	0.000000
1753	0	  0.025463	  0.030202	     -1.00	   3661.12	   3784.58	      2.64	      2.34	      5.56	      4.93	61.34	 7.554e-04	     -0.16	Gaussian	0.000000	0.000000
1754	0	  0.025422	  0.032043	     -1.00	   2207.55	   3645.12	      2.27	      1.98	      4.77	      4.16	-70.49	 3.502e-04	     -0.16	Gaussian	0.000000	0.000000
1755	0	  0.024620	  0.028664	     -1.00	   5845.90	    560.18	      2.60	      1.93	      5.47	      4.06	39.01	 4.185e-04	     -0.16	Gaussian	0.000000	0.000000
1756	0	  0.025299	  0.033206	     -1.00	   1402.12	   2099.76	      2.10	      2.07	      4.41	      4.34	-58.80	 3.957e-04	     -0.16	Gaussian	0.000000	0.000000
1757	0	  0.025139	  0.021994	     -1.00	   1750.35	   4204.08	      3.82	      3.82	      8.04	      8.04	-7.84	 1.688e-03	     -0.16	Gaussian	0.000000	0.000000
1758	0	  0.025203	  0.034826	     -1.00	   3384.77	    231.00	      2.17	      1.90	      4.56	      3.99	65.16	 3.901e-04	     -0.16	Gaussian	0.000000	0.000000
1759	0	  0.025406	  0.033372	     -1.00	   3310.62	    904.53	      2.15	      2.00	      4.51	      4.20	82.85	 3.636e-04	     -0.16	Gaussian	0.000000	0.000000
1760	0	  0.024998	  0.026202	     -1.00	   2151.34	    207.08	      2.79	      2.35	      5.86	      4.94	68.91	 7.428e-04	     -0.16	Gaussian	0.000000	0.000000
1761	0	  0.025426	  0.035464	     -1.00	   3984.30	   1101.83	      2.15	      1.88	      4.51	      3.95	80.44	 4.098e-04	     -0.16	Gaussian	0.000000	0.000000
1762	0	  0.024752	  0.023097	     -1.00	   5642.16	    554.16	      3.13	      2.96	      6.57	      6.22	74.06	 1.111e-03	     -0.16	Gaussian	0.000000	0.000000
1763	0	  0.025576	  0.025940	     -1.00	   3114.25	   3058.24	      3.09	      2.28	      6.50	      4.79	69.51	 8.383e-04	     -0.16	Gaussian	0.000000	0.000000
1764	0	  0.025146	  0.033086	     -1.00	   2364.85	    355.48	      2.17	      1.99	      4.55	      4.18	45.73	 4.019e-04	     -0.16	Gaussian	0.000000	0.000000
1765	0	  0.024910	  0.026336	     -1.00	   1159.98	    596.42	      2.33	      2.33	      4.90	      4.90	64.26	 5.368e-04	     -0.16	Gaussian	0.000000	0.000000
1766	0	  0.025689	  0.030797	     -1.00	   3509.40	   2721.72	      2.36	      1.97	      4.95	      4.14	88.54	 3.790e-04	     -0.16	Gaussian	0.000000	0.000000
1767	0	  0.025336	  0.027176	     -1.00	   4426.27	   3652.52	      1.90	      1.68	      3.98	      3.52	-62.27	 1.097e-03	     -0.16	Gaussian	0.000000	0.000000
1768	0	  0.025365	  0.019012	     -1.00	    457.76	   3699.69	      3.27	      2.29	      6.87	      4.82	-43.98	 2.956e-03	     -0.16	Gaussian	0.000000	0.000000
1769	0	  0.025307	  0.018660	     -1.00	   1733.36	   3934.19	      3.59	      2.72	      7.55	      5.71	-84.34	 1.057e-03	     -0.16	Gaussian	0.000000	0.000000
1770	0	  0.025189	  0.023867	     -1.00	   1494.71	   1514.18	      2.71	      2.20	      5.70	      4.63	65.77	 6.677e-04	     -0.16	Gaussian	0.000000	0.000000
1771	0	  0.025746	  0.030184	     -1.00	   3576.17	   1835.62	      1.56	      1.52	      3.29	      3.19	7.35	 1.508e-03	     -0.16	Gaussian	0.000000	0.000000
1772	0	  0.024785	  0.026649	     -1.00	   1665.84	     23.81	      2.53	      2.10	      5.32	      4.42	22.71	 3.991e-04	     -0.16	Gaussian	0.000000	0.000000
1773	0	  0.025450	  0.031272	     -1.00	   2705.80	   3653.39	      2.39	      1.90	      5.03	      3.99	86.89	 3.537e-04	     -0.16	Gaussian	0.000000	0.000000
1774	0	  0.025502	  0.024575	     -1.00	   2259.26	   2445.39	      2.74	      2.40	      5.76	      5.05	10.59	 8.973e-04	     -0.16	Gaussian	0.000000	0.000000
1775	0	  0.025234	  0.029021	     -1.00	   3138.38	    164.28	      2.71	      2.06	      5.69	      4.32	53.50	 7.964e-04	     -0.16	Gaussian	0.000000	0.000000
1776	0	  0.025084	  0.026623	     -1.00	   1537.69	    855.66	      2.64	      2.01	      5.56	      4.22	18.24	 3.871e-04	     -0.16	Gaussian	0.000000	0.000000
1777	0	  0.025694	  0.030315	     -1.00	   2297.77	   1866.22	      1.56	      1.39	      3.28	      2.92	67.69	 1.861e-03	     -0.16	Gaussian	0.000000	0.000000
1778	0	  0.025241	  0.016397	     -1.00	   4518.38	   1362.99	      4.86	      2.63	     10.22	      5.53	51.99	 1.470e-03	     -0.16	Gaussian	0.000000	0.000000
1779	0	  0.025286	  0.031591	     -1.00	   5062.65	   1839.01	      2.24	      2.00	      4.70	      4.19	63.82	 4.208e-04	     -0.16	Gaussian	0.000000	0.000000
1780	0	  0.025134	  0.016941	     -1.00	   2654.70	    158.24	      1.61	      1.36	      3.39	      2.85	79.53	 2.075e-03	     -0.16	Gaussian	0.000000	0.000000
1781	0	  0.025216	  0.026470	     -1.00	   2134.45	   4212.96	      2.31	      2.31	      4.85	      4.85	15.97	 6.705e-04	     -0.16	Gaussian	0.000000	0.000000
1782	0	  0.025334	  0.032848	     -1.00	   4580.42	   1359.72	      2.19	      1.96	      4.60	      4.12	69.81	 3.917e-04	     -0.16	Gaussian	0.000000	0.000000
1783	0	  0.025525	  0.035711	     -1.00	   3082.98	   1197.66	      2.13	      1.85	      4.48	      3.90	89.73	 4.154e-04	     -0.16	Gaussian	0.000000	0.000000
1784	0	  0.025168	  0.034846	     -1.00	   3056.97	    230.31	      2.10	      1.93	      4.41	      4.05	77.03	 4.451e-04	     -0.16	Gaussian	0.000000	0.000000
1785	0	  0.025181	  0.024425	     -1.00	   5278.62	    550.22	      3.61	      1.89	      7.58	      3.96	-89.87	 1.569e-03	     -0.16	Gaussian	0.000000	0.000000
1786	0	  0.024630	  0.021249	     -1.00	    423.68	    818.95	      2.91	      2.26	      6.12	      4.74	3.49	 4.236e-04	     -0.16	Gaussian	0.000000	0.000000
1787	0	  0.025415	  0.022673	     -1.00	   4786.19	   2119.30	      3.16	      2.27	      6.64	      4.77	10.54	 1.045e-03	     -0.16	Gaussian	0.000000	0.000000
1788	0	  0.025281	  0.034382	     -1.00	   3156.58	    398.03	      2.12	      1.92	      4.46	      4.04	73.03	 3.761e-04	     -0.16	Gaussian	0.000000	0.000000
1789	0	  0.025163	  0.027217	     -1.00	   1766.21	   3854.60	      2.27	      2.27	      4.77	      4.77	-6.58	 4.507e-04	     -0.16	Gaussian	0.000000	0.000000
1790	0	  0.024611	  0.022629	     -1.00	   5892.21	    442.26	      3.25	      2.67	      6.82	      5.61	-10.24	 9.421e-04	     -0.16	Gaussian	0.000000	0.000000
1791	0	  0.025667	  0.030464	     -1.00	   2680.87	   2506.84	      2.42	      1.90	      5.08	      3.99	-88.89	 4.659e-04	     -0.16	Gaussian	0.000000	0.000000
1792	0	  0.025138	  0.033240	     -1.00	   2222.21	    413.84	      2.16	      1.94	      4.55	      4.08	53.56	 3.913e-04	     -0.16	Gaussian	0.000000	0.000000
1793	0	  0.025222	  0.036065	     -1.00	   4021.80	    328.39	      2.12	      1.83	      4.45	      3.85	66.44	 3.871e-04	     -0.16	Gaussian	0.000000	0.000000
1794	0	  0.025324	  0.024574	     -1.00	   4618.51	   1641.30	      1.82	      1.33	      3.82	      2.80	58.84	 1.560e-03	     -0.16	Gaussian	0.000000	0.000000
1795	0	  0.025604	  0.016321	     -1.00	   4118.24	   2191.34	      4.00	      3.71	      8.40	      7.80	4.11	 1.542e-03	     -0.16	Gaussian	0.000000	0.000000
1796	0	  0.025345	  0.026242	     -1.00	   1492.52	   1591.76	      1.51	      1.39	      3.18	      2.91	78.04	 1.985e-03	     -0.16	Gaussian	0.000000	0.000000
1797	0	  0.025362	  0.026822	     -1.00	   3415.48	    768.24	      1.97	      1.62	      4.13	      3.40	67.96	 1.144e-03	     -0.16	Gaussian	0.000000	0.000000
1798	0	  0.025320	  0.027867	     -1.00	   4012.30	   3790.22	      2.74	      1.99	      5.75	      4.17	77.35	 4.314e-04	     -0.16	Gaussian	0.000000	0.000000
1799	0	  0.025688	  0.033814	     -1.00	   2416.04	   3160.89	      2.25	      1.83	      4.72	      3.84	89.90	 7.596e-04	     -0.16	Gaussian	0.000000	0.000000
1800	0	  0.024943	  0.012813	     -1.00	   1052.15	   3305.50	      1.81	      1.80	      3.79	      3.78	-89.94	 1.553e-03	     -0.16	Gaussian	0.000000	0.000000
1801	0	  0.025661	  0.027261	     -1.00	   3959.63	   2896.95	      2.49	      2.03	      5.24	      4.28	-74.63	 9.773e-04	     -0.16	Gaussian	0.000000	0.000000
1802	0	  0.025515	  0.035238	     -1.00	   2665.83	   1261.59	      2.11	      1.87	      4.44	      3.93	-82.68	 4.062e-04	     -0.16	Gaussian	0.000000	0.000000
1803	0	  0.025335	  0.035595	     -1.00	   2167.96	   1031.48	      2.06	      1.89	      4.33	      3.97	62.98	 4.183e-04	     -0.16	Gaussian	0.000000	0.000000
1804	0	  0.025021	  0.033098	     -1.00	   5571.70	   1369.57	      2.25	      1.86	      4.72	      3.92	52.61	 4.187e-04	     -0.16	Gaussian	0.000000	0.000000
1805	0	  0.025650	  0.026494	     -1.00	   2259.59	   2630.71	      1.72	      1.42	      3.61	      2.98	-43.56	 1.770e-03	     -0.16	Gaussian	0.000000	0.000000
1806	0	  0.025339	  0.032292	     -1.00	   2168.32	    937.93	      2.17	      1.97	      4.55	      4.14	80.88	 4.339e-04	     -0.16	Gaussian	0.000000	0.000000
1807	0	  0.025628	  0.024418	     -1.00	   3024.32	   2221.04	      2.92	      2.41	      6.14	      5.07	-86.81	 6.607e-04	     -0.16	Gaussian	0.000000	0.000000
1808	0	  0.025071	  0.023115	     -1.00	   5368.68	   3480.51	      1.83	      1.57	      3.86	      3.31	72.48	 1.502e-03	     -0.16	Gaussian	0.000000	0.000000
1809	0	  0.025481	  0.026051	     -1.00	   3951.56	   1080.53	      1.83	      1.67	      3.85	      3.51	77.15	 1.336e-03	     -0.16	Gaussian	0.000000	0.000000
1810	0	  0.025434	  0.014306	     -1.00	   3280.37	   3797.43	      4.53	      3.73	      9.53	      7.84	8.69	 1.873e-03	     -0.16	Gaussian	0.000000	0.000000
1811	0	  0.025562	  0.030239	     -1.00	   3770.63	   3016.49	      2.34	      1.94	      4.93	      4.07	-88.31	 4.129e-04	     -0.16	Gaussian	0.000000	0.000000
1812	0	  0.025368	  0.019812	     -1.00	   4881.93	   2807.85	      1.81	      1.67	      3.79	      3.52	70.37	 1.719e-03	     -0.16	Gaussian	0.000000	0.000000
1813	0	  0.025402	  0.023561	     -1.00	   4242.50	   3872.17	      2.12	      1.77	      4.45	      3.71	74.00	 9.731e-04	     -0.16	Gaussian	0.000000	0.000000
1814	0	  0.024956	  0.026238	     -1.00	   1112.34	   1074.55	      2.33	      2.24	      4.90	      4.70	27.68	 4.407e-04	     -0.16	Gaussian	0.000000	0.000000
1815	0	  0.025312	  0.032687	     -1.00	   4900.89	   1942.84	      2.24	      1.87	      4.72	      3.93	70.73	 3.957e-04	     -0.16	Gaussian	0.000000	0.000000
1816	0	  0.025115	  0.028709	     -1.00	   1133.99	   1303.22	      2.35	      2.03	      4.95	      4.26	15.03	 6.628e-04	     -0.16	Gaussian	0.000000	0.000000
1817	0	  0.024803	  0.017521	     -1.00	    627.15	   3112.22	      3.85	      3.37	      8.09	      7.09	-6.55	 8.964e-04	     -0.16	Gaussian	0.000000	0.000000
1818	0	  0.025642	  0.014361	     -1.00	   2014.11	    987.26	      4.05	      3.57	      8.51	      7.51	68.80	 2.177e-03	     -0.16	Gaussian	0.000000	0.000000
1819	0	  0.025586	  0.026425	     -1.00	   4356.39	   2494.14	      1.88	      1.51	      3.94	      3.17	-79.86	 1.342e-03	     -0.16	Gaussian	0.000000	0.000000
1820	0	  0.025133	  0.034274	     -1.00	   3185.97	    226.52	      2.09	      1.90	      4.38	      4.00	64.56	 4.255e-04	     -0.16	Gaussian	0.000000	0.000000
1821	0	  0.025324	  0.029044	     -1.00	   4466.75	   3629.62	      2.50	      1.88	      5.25	      3.95	73.74	 3.679e-04	     -0.16	Gaussian	0.000000	0.000000
1822	0	  0.025157	  0.026065	     -1.00	   1914.91	   4032.43	      2.49	      2.09	      5.23	      4.40	-68.19	 3.640e-04	     -0.16	Gaussian	0.000000	0.000000
1823	0	  0.024857	  0.025092	     -1.00	   1279.33	    281.19	      2.62	      2.07	      5.51	      4.35	18.78	 5.112e-04	     -0.16	Gaussian	0.000000	0.000000
1824	0	  0.025363	  0.018907	     -1.00	   4634.38	   1774.14	      3.24	      2.22	      6.80	      4.67	-44.52	 5.149e-04	     -0.16	Gaussian	0.000000	0.000000
1825	0	  0.024866	  0.024628	     -1.00	    833.96	   1029.23	      2.60	      2.12	      5.46	      4.46	8.24	 4.102e-04	     -0.16	Gaussian	0.000000	0.000000
1826	0	  0.025585	  0.030566	     -1.00	   3846.73	   2124.94	      2.32	      1.91	      4.88	      4.01	85.86	 3.668e-04	     -0.16	Gaussian	0.000000	0.000000
1827	0	  0.025636	  0.022429	     -1.00	   3981.19	   2287.30	      2.90	      2.45	      6.10	      5.15	7.15	 8.965e-04	     -0.16	Gaussian	0.000000	0.000000
1828	0	  0.025508	  0.034796	     -1.00	   2923.95	   1142.84	      2.05	      1.90	      4.31	      3.99	-87.48	 4.136e-04	     -0.16	Gaussian	0.000000	0.000000
1829	0	  0.025359	  0.022794	     -1.00	   1496.35	   3243.28	      2.03	      1.59	      4.26	      3.35	85.34	 1.484e-03	     -0.16	Gaussian	0.000000	0.000000
1830	0	  0.025642	  0.026872	     -1.00	   3644.18	   2550.95	      1.78	      1.78	      3.75	      3.74	18.99	 1.040e-03	     -0.15	Gaussian	0.000000	0.000000
1831	0	  0.024856	  0.026118	     -1.00	   5652.70	   3445.49	      2.79	      1.85	      5.86	      3.90	60.45	 3.488e-04	     -0.15	Gaussian	0.000000	0.000000
1832	0	  0.025637	  0.032229	     -1.00	   2440.91	   2025.33	      2.05	      2.05	      4.30	      4.30	-36.12	 4.928e-04	     -0.15	Gaussian	0.000000	0.000000
1833	0	  0.025003	  0.025934	     -1.00	   1156.52	    998.87	      2.31	      2.24	      4.87	      4.70	28.76	 4.740e-04	     -0.15	Gaussian	0.000000	0.000000
1834	0	  0.025115	  0.032359	     -1.00	   5187.26	   1192.91	      2.25	      1.85	      4.73	      3.89	59.23	 3.848e-04	     -0.15	Gaussian	0.000000	0.000000
1835	0	  0.025459	  0.028554	     -1.00	   3867.18	   3684.65	      1.92	      1.83	      4.03	      3.85	67.24	 7.479e-04	     -0.15	Gaussian	0.000000	0.000000
1836	0	  0.025739	  0.030437	     -1.00	   3373.14	   2196.50	      2.17	      2.15	      4.55	      4.53	-9.47	 4.777e-04	     -0.15	Gaussian	0.000000	0.000000
1837	0	  0.025393	  0.029240	     -1.00	   1621.32	   2385.56	      2.27	      2.03	      4.78	      4.26	-80.60	 3.996e-04	     -0.15	Gaussian	0.000000	0.000000
1838	0	  0.025278	  0.031359	     -1.00	   4818.91	   2955.67	      2.26	      1.90	      4.75	      4.00	69.90	 3.911e-04	     -0.15	Gaussian	0.000000	0.000000
1839	0	  0.025540	  0.023331	     -1.00	   2595.20	   3045.11	      1.61	      1.45	      3.39	      3.05	7.14	 1.643e-03	     -0.15	Gaussian	0.000000	0.000000
1840	0	  0.025390	  0.024001	     -1.00	   2038.71	   1997.23	      2.94	      2.40	      6.19	      5.04	67.18	 8.368e-04	     -0.15	Gaussian	0.000000	0.000000
1841	0	  0.025233	  0.030414	     -1.00	   5269.56	   1512.57	      2.29	      1.92	      4.81	      4.04	59.55	 4.825e-04	     -0.15	Gaussian	0.000000	0.000000
1842	0	  0.024824	  0.020602	     -1.00	   5262.53	    127.75	      1.80	      1.61	      3.78	      3.39	71.64	 1.498e-03	     -0.15	Gaussian	0.000000	0.000000
1843	0	  0.025437	  0.033408	     -1.00	   2066.99	   2233.27	      2.00	      2.00	      4.20	      4.20	23.58	 4.292e-04	     -0.15	Gaussian	0.000000	0.000000
1844	0	  0.025134	  0.032204	     -1.00	   5169.93	   1333.10	      2.22	      1.87	      4.67	      3.92	58.19	 3.759e-04	     -0.15	Gaussian	0.000000	0.000000
1845	0	  0.025442	  0.032948	     -1.00	   4125.76	   1349.52	      2.15	      1.89	      4.51	      3.97	89.80	 3.717e-04	     -0.15	Gaussian	0.000000	0.000000
1846	0	  0.025253	  0.024783	     -1.00	   1412.43	   2757.11	      2.89	      2.51	      6.08	      5.27	70.83	 7.858e-04	     -0.15	Gaussian	0.000000	0.000000
1847	0	  0.025598	  0.032526	     -1.00	   2537.54	   2823.93	      2.03	      2.03	      4.27	      4.27	24.84	 4.592e-04	     -0.15	Gaussian	0.000000	0.000000
1848	0	  0.025587	  0.030955	     -1.00	   2512.35	   2981.84	      1.66	      1.65	      3.49	      3.47	78.76	 9.979e-04	     -0.15	Gaussian	0.000000	0.000000
1849	0	  0.025634	  0.031862	     -1.00	   2632.28	   2500.83	      2.28	      1.84	      4.80	      3.88	-87.63	 4.029e-04	     -0.15	Gaussian	0.000000	0.000000
1850	0	  0.025248	  0.032891	     -1.00	   2949.08	    622.00	      2.15	      1.88	      4.52	      3.96	79.03	 3.749e-04	     -0.15	Gaussian	0.000000	0.000000
1851	0	  0.025176	  0.022554	     -1.00	   4833.14	    730.42	      3.08	      2.30	      6.48	      4.84	14.66	 9.322e-04	     -0.15	Gaussian	0.000000	0.000000
1852	0	  0.024829	  0.023460	     -1.00	    845.50	   1003.92	      2.39	      2.39	      5.02	      5.02	68.39	 4.809e-04	     -0.15	Gaussian	0.000000	0.000000
1853	0	  0.025708	  0.029973	     -1.00	   3445.51	   2024.04	      2.30	      1.93	      4.83	      4.07	-82.78	 4.251e-04	     -0.15	Gaussian	0.000000	0.000000
1854	0	  0.025136	  0.026286	     -1.00	   1607.10	   3563.49	      2.25	      2.25	      4.72	      4.72	-0.04	 4.145e-04	     -0.15	Gaussian	0.000000	0.000000
1855	0	  0.025058	  0.021701	     -1.00	   5631.64	   2442.52	      1.99	      1.76	      4.18	      3.69	72.71	 1.251e-03	     -0.15	Gaussian	0.000000	0.000000
1856	0	  0.025173	  0.021697	     -1.00	   1333.37	   1266.39	      2.77	      2.59	      5.82	      5.44	81.28	 7.161e-04	     -0.15	Gaussian	0.000000	0.000000
1857	0	  0.025514	  0.030172	     -1.00	   3450.90	   3845.20	      2.37	      1.85	      4.99	      3.88	82.36	 7.957e-04	     -0.15	Gaussian	0.000000	0.000000
1858	0	  0.025141	  0.028491	     -1.00	   5224.20	   3614.45	      2.16	      1.81	      4.54	      3.81	66.24	 5.737e-04	     -0.15	Gaussian	0.000000	0.000000
1859	0	  0.024872	  0.018219	     -1.00	   5901.46	   2991.81	      3.07	      3.06	      6.45	      6.43	21.49	 1.108e-03	     -0.15	Gaussian	0.000000	0.000000
1860	0	  0.024859	  0.021542	     -1.00	    982.88	   3701.80	      2.66	      2.30	      5.60	      4.82	-55.52	 3.840e-04	     -0.15	Gaussian	0.000000	0.000000
1861	0	  0.025189	  0.025086	     -1.00	   4927.13	    240.82	      1.53	      1.49	      3.21	      3.13	22.78	 1.729e-03	     -0.15	Gaussian	0.000000	0.000000
1862	0	  0.025272	  0.033384	     -1.00	   3085.77	    497.89	      2.09	      1.89	      4.39	      3.96	60.24	 3.696e-04	     -0.15	Gaussian	0.000000	0.000000
1863	0	  0.025886	  0.026277	     -1.00	   2704.16	   1589.14	      2.82	      2.21	      5.92	      4.64	86.66	 1.828e-03	     -0.15	Gaussian	0.000000	0.000000
